"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Q0003_BC00102","Q0003_BC00104","Q0003_BC00105","Q0003_BC00106","Q0003_BC00107","Q0003_BC00108","Q0003_BC00110","Q0003_BC00111","Q0003_BC00117","Q0003_BC00118","Q0003_BC00201","Q0003_BC00211","Q0003_BC00303","Q0003_BC00304","Q0003_BC00310","Q0003_BC00406","Q0003_BC00410-2","Q0003_BC00416","Q0003_BH404","Q0003_HB00604","Q0003_MC00105","Q0003_MC00111","Q0003_MC00114-1","Q0003_MC00115-2","Q0003_MC00201","Q0003_MC00203","Q0003_MC00205","Q0003_MC00210","Q0003_MC00211","Q0003_MC00214","Q0003_MC00215","Q0003_MC00216","Q0003_MC0026","Q0003_TC00102","Q0003_TC00512","Q0003_TC00516","Q0003_TC00522","Q0003_TC00523","R0047_DABST013","R0047_DADST035","R0047_MH0081","R0047_TC0201","R0047_TH0405","R0051_BC00101","R0051_BC00115","R0051_BC00306","R0051_BH00403","R0051_DADST084","R0051_DADST088","R0051_HK2002","R0051_TC00219","R0051_TC00402","R0051_TC00505"
"group_1350","xerD_1","Tyrosine recombinase XerD","51","51","1","1","1887","33","3","","560","560","560","Q0003_BC00102_00107","Q0003_BC00104_00417","Q0003_BC00105_01141","Q0003_BC00106_00593","Q0003_BC00107_00591","Q0003_BC00108_00578","Q0003_BC00110_00896","Q0003_BC00111_01431","Q0003_BC00117_01004","Q0003_BC00118_00586","Q0003_BC00201_00109","Q0003_BC00211_01191","Q0003_BC00303_00166","Q0003_BC00304_01477","Q0003_BC00310_01697","Q0003_BC00406_00487","Q0003_BC00410-2_01069","Q0003_BC00416_01702","","Q0003_HB00604_01568","Q0003_MC00105_00664","Q0003_MC00111_00586","Q0003_MC00114-1_00910","Q0003_MC00115-2_00586","Q0003_MC00201_00766","Q0003_MC00203_00166","Q0003_MC00205_01308","Q0003_MC00210_01091","Q0003_MC00211_00865","Q0003_MC00214_01292","Q0003_MC00215_01021","Q0003_MC00216_01313","Q0003_MC0026_01137","Q0003_TC00102_01335","Q0003_TC00512_00107","Q0003_TC00516_01569","Q0003_TC00522_01393","Q0003_TC00523_01633","R0047_DABST013_01921","R0047_DADST035_01527","R0047_MH0081_00708","R0047_TC0201_00456","R0047_TH0405_00684","R0051_BC00101_00759","R0051_BC00115_00435","R0051_BC00306_02585","R0051_BH00403_00766","R0051_DADST084_00405","R0051_DADST088_01102","","R0051_TC00219_01349","R0051_TC00402_02246","R0051_TC00505_00099"
"graS_1","","Sensor histidine kinase GraS","51","51","1","1","1927","34","1","","1040","1040","1040","Q0003_BC00102_00144","Q0003_BC00104_00454","Q0003_BC00105_01104","Q0003_BC00106_00556","Q0003_BC00107_00554","Q0003_BC00108_00615","Q0003_BC00110_00859","Q0003_BC00111_01394","Q0003_BC00117_00967","Q0003_BC00118_00549","Q0003_BC00201_00146","Q0003_BC00211_01154","Q0003_BC00303_00129","Q0003_BC00304_01440","Q0003_BC00310_02018","Q0003_BC00406_00524","Q0003_BC00410-2_01032","Q0003_BC00416_01665","","Q0003_HB00604_01531","Q0003_MC00105_00627","Q0003_MC00111_00549","Q0003_MC00114-1_00873","Q0003_MC00115-2_00549","Q0003_MC00201_00803","Q0003_MC00203_00129","Q0003_MC00205_01345","Q0003_MC00210_01128","Q0003_MC00211_00902","Q0003_MC00214_01329","Q0003_MC00215_00984","Q0003_MC00216_01350","Q0003_MC0026_01100","Q0003_TC00102_01372","Q0003_TC00512_00144","Q0003_TC00516_01532","Q0003_TC00522_01356","Q0003_TC00523_01670","R0047_DABST013_02677","R0047_DADST035_01490","R0047_MH0081_00745","R0047_TC0201_00493","R0047_TH0405_00647","R0051_BC00101_00796","R0051_BC00115_00398","R0051_BC00306_01788","R0051_BH00403_00803","R0051_DADST084_00442","R0051_DADST088_01139","","R0051_TC00219_01312","R0051_TC00402_00744","R0051_TC00505_00136"
"group_1427","","hypothetical protein","51","51","1","1","2405","23","6","","233","233","233","Q0003_BC00102_00547","Q0003_BC00104_01123","Q0003_BC00105_01456","Q0003_BC00106_00151","Q0003_BC00107_00150","Q0003_BC00108_01967","Q0003_BC00110_02211","Q0003_BC00111_00787","Q0003_BC00117_00544","Q0003_BC00118_02625","Q0003_BC00201_00570","Q0003_BC00211_00695","Q0003_BC00303_01973","Q0003_BC00304_00629","Q0003_BC00310_02476","Q0003_BC00406_00005","Q0003_BC00410-2_00630","Q0003_BC00416_00774","","Q0003_HB00604_00983","Q0003_MC00105_02542","Q0003_MC00111_00148","Q0003_MC00114-1_01203","Q0003_MC00115-2_00148","Q0003_MC00201_02153","Q0003_MC00203_00344","Q0003_MC00205_00717","Q0003_MC00210_02102","Q0003_MC00211_00687","Q0003_MC00214_00067","Q0003_MC00215_01466","Q0003_MC00216_00723","Q0003_MC0026_00500","Q0003_TC00102_01972","Q0003_TC00512_00547","Q0003_TC00516_01042","Q0003_TC00522_00557","Q0003_TC00523_00895","R0047_DABST013_02044","R0047_DADST035_00838","R0047_MH0081_00379","R0047_TC0201_01895","R0047_TH0405_00848","R0051_BC00101_01928","R0051_BC00115_02277","R0051_BC00306_02280","R0051_BH00403_01202","R0051_DADST084_01822","R0051_DADST088_00067","","R0051_TC00219_00283","R0051_TC00402_01506","R0051_TC00505_00536"
"nudG","","CTP pyrophosphohydrolase","51","51","1","1","2673","9","29","","392","392","392","Q0003_BC00102_00844","Q0003_BC00104_00139","Q0003_BC00105_00846","Q0003_BC00106_00871","Q0003_BC00107_00869","Q0003_BC00108_02109","Q0003_BC00110_02253","Q0003_BC00111_00074","Q0003_BC00117_00406","Q0003_BC00118_01008","Q0003_BC00201_01357","Q0003_BC00211_00288","Q0003_BC00303_01209","Q0003_BC00304_02340","Q0003_BC00310_00163","Q0003_BC00406_01384","Q0003_BC00410-2_01765","Q0003_BC00416_00052","Q0003_BH404_01055","Q0003_HB00604_01757","Q0003_MC00105_01236","Q0003_MC00111_00956","Q0003_MC00114-1_01071","Q0003_MC00115-2_00956","Q0003_MC00201_00581","Q0003_MC00203_01107","Q0003_MC00205_00577","Q0003_MC00210_01794","Q0003_MC00211_00281","Q0003_MC00214_00811","Q0003_MC00215_00578","Q0003_MC00216_00074","Q0003_MC0026_01291","Q0003_TC00102_01657","Q0003_TC00512_00844","Q0003_TC00516_01772","Q0003_TC00522_01644","Q0003_TC00523_00474","","R0047_DADST035_02236","R0047_MH0081_00939","R0047_TC0201_00100","R0047_TH0405_00436","R0051_BC00101_02131","R0051_BC00115_02452","R0051_BC00306_00142","R0051_BH00403_00074","R0051_DADST084_01579","R0051_DADST088_02306","R0051_HK2002_02505","R0051_TC00219_00690","","R0051_TC00505_01269"
"arg","","Arginase","51","51","1","1","2910","248","1","","908","908","908","Q0003_BC00102_01949","Q0003_BC00104_01850","Q0003_BC00105_02554","Q0003_BC00106_01849","Q0003_BC00107_01854","Q0003_BC00108_02596","Q0003_BC00110_01929","Q0003_BC00111_02071","Q0003_BC00117_02123","Q0003_BC00118_01053","Q0003_BC00201_02130","Q0003_BC00211_02605","Q0003_BC00303_01841","Q0003_BC00304_02333","Q0003_BC00310_02420","Q0003_BC00406_01800","Q0003_BC00410-2_02248","Q0003_BC00416_02072","","Q0003_HB00604_01785","Q0003_MC00105_00885","Q0003_MC00111_02304","Q0003_MC00114-1_01456","Q0003_MC00115-2_02303","Q0003_MC00201_02086","Q0003_MC00203_01718","Q0003_MC00205_02577","Q0003_MC00210_01835","Q0003_MC00211_02243","Q0003_MC00214_02163","Q0003_MC00215_02025","Q0003_MC00216_02328","Q0003_MC0026_01726","Q0003_TC00102_01830","Q0003_TC00512_01950","Q0003_TC00516_01800","Q0003_TC00522_02515","Q0003_TC00523_02509","R0047_DABST013_01083","R0047_DADST035_02529","R0047_MH0081_02079","R0047_TC0201_02124","R0047_TH0405_02027","R0051_BC00101_01855","R0051_BC00115_01811","R0051_BC00306_02216","R0051_BH00403_02042","R0051_DADST084_01750","R0051_DADST088_02447","","R0051_TC00219_02013","R0051_TC00402_01699","R0051_TC00505_01899"
"arsB","","Arsenical pump membrane protein","51","51","1","1","1080","69","2","","1193","1292","1290","Q0003_BC00102_02066","Q0003_BC00104_02076","Q0003_BC00105_01842","Q0003_BC00106_02076","Q0003_BC00107_02066","Q0003_BC00108_01368","Q0003_BC00110_01276","Q0003_BC00111_01627","Q0003_BC00117_01986","Q0003_BC00118_02373","Q0003_BC00201_02175","Q0003_BC00211_01766","Q0003_BC00303_01487","Q0003_BC00304_01813","Q0003_BC00310_01928","Q0003_BC00406_01925","Q0003_BC00410-2_00032","Q0003_BC00416_01249","","Q0003_HB00604_01891","Q0003_MC00105_01729","Q0003_MC00111_02274","Q0003_MC00114-1_02347","Q0003_MC00115-2_02273","Q0003_MC00201_01616","Q0003_MC00203_01526","Q0003_MC00205_02045","Q0003_MC00210_01529","Q0003_MC00211_01951","Q0003_MC00214_02031","Q0003_MC00215_01570","Q0003_MC00216_02154","Q0003_MC0026_01588","Q0003_TC00102_01042","Q0003_TC00512_02067","Q0003_TC00516_02051","Q0003_TC00522_01795","Q0003_TC00523_01796","R0047_DABST013_01787","R0047_DADST035_02594","R0047_MH0081_02494","R0047_TC0201_02015","R0047_TH0405_02056","R0051_BC00101_01224","R0051_BC00115_00575","R0051_BC00306_02133","R0051_BH00403_01903","R0051_DADST084_01335","R0051_DADST088_02029","","R0051_TC00219_02058","R0051_TC00402_02201","R0051_TC00505_02314"
"group_1701","","hypothetical protein","51","51","1","1","1072","13","3","","443","443","443","Q0003_BC00102_02072","Q0003_BC00104_02070","Q0003_BC00105_01846","Q0003_BC00106_02070","Q0003_BC00107_02072","Q0003_BC00108_01373","Q0003_BC00110_01281","Q0003_BC00111_01622","Q0003_BC00117_01990","Q0003_BC00118_02377","Q0003_BC00201_02169","Q0003_BC00211_01761","Q0003_BC00303_01492","Q0003_BC00304_01818","Q0003_BC00310_01922","Q0003_BC00406_01920","Q0003_BC00410-2_00026","Q0003_BC00416_01254","","Q0003_HB00604_01896","Q0003_MC00105_01724","Q0003_MC00111_02268","Q0003_MC00114-1_02353","Q0003_MC00115-2_02267","Q0003_MC00201_01611","Q0003_MC00203_01521","Q0003_MC00205_02050","Q0003_MC00210_01524","Q0003_MC00211_01946","Q0003_MC00214_02036","Q0003_MC00215_01565","Q0003_MC00216_02149","Q0003_MC0026_01593","Q0003_TC00102_01037","Q0003_TC00512_02073","Q0003_TC00516_02056","Q0003_TC00522_01800","Q0003_TC00523_01801","R0047_DABST013_01781","R0047_DADST035_02589","R0047_MH0081_02488","R0047_TC0201_02432","R0047_TH0405_02051","R0051_BC00101_01229","R0051_BC00115_00580","R0051_BC00306_02138","R0051_BH00403_01908","R0051_DADST084_01331","R0051_DADST088_02025","","R0051_TC00219_02052","R0051_TC00402_02195","R0051_TC00505_02320"
"isaB","","Immunodominant staphylococcal antigen B","51","51","1","1","2858","7","6","","323","527","523","Q0003_BC00102_02106","Q0003_BC00104_02158","Q0003_BC00105_00140","Q0003_BC00106_02159","Q0003_BC00107_02162","Q0003_BC00108_00502","Q0003_BC00110_00502","Q0003_BC00111_00224","Q0003_BC00117_00257","Q0003_BC00118_00009","Q0003_BC00201_02201","Q0003_BC00211_00138","Q0003_BC00303_00231","Q0003_BC00304_00110","Q0003_BC00310_02232","Q0003_BC00406_00780","Q0003_BC00410-2_01330","Q0003_BC00416_00202","","Q0003_HB00604_00454","Q0003_MC00105_01377","Q0003_MC00111_01104","Q0003_MC00114-1_02525","Q0003_MC00115-2_01104","Q0003_MC00201_00430","Q0003_MC00203_00766","Q0003_MC00205_00427","Q0003_MC00210_00110","Q0003_MC00211_00131","Q0003_MC00214_00661","Q0003_MC00215_00427","Q0003_MC00216_00224","Q0003_MC0026_00426","Q0003_TC00102_00009","Q0003_TC00512_02164","Q0003_TC00516_00456","Q0003_TC00522_01785","Q0003_TC00523_00615","R0047_DABST013_01342","R0047_DADST035_00502","R0047_MH0081_00104","R0047_TC0201_01400","R0047_TH0405_01021","R0051_BC00101_00502","R0051_BC00115_02085","R0051_BC00306_00002","R0051_BH00403_00225","R0051_DADST084_01429","R0051_DADST088_00735","","R0051_TC00219_02141","R0051_TC00402_01943","R0051_TC00505_02288"
"bceA_2","","Bacitracin export ATP-binding protein BceA","51","51","1","1","1928","34","2","","761","761","761","Q0003_BC00102_00145","Q0003_BC00104_00455","Q0003_BC00105_01103","Q0003_BC00106_00555","Q0003_BC00107_00553","Q0003_BC00108_00616","Q0003_BC00110_00858","Q0003_BC00111_01393","Q0003_BC00117_00966","Q0003_BC00118_00548","Q0003_BC00201_00147","Q0003_BC00211_01153","Q0003_BC00303_00128","Q0003_BC00304_01439","Q0003_BC00310_02017","Q0003_BC00406_00525","Q0003_BC00410-2_01031","Q0003_BC00416_01664","","Q0003_HB00604_01530","Q0003_MC00105_00626","Q0003_MC00111_00548","Q0003_MC00114-1_00872","Q0003_MC00115-2_00548","Q0003_MC00201_00804","Q0003_MC00203_00128","Q0003_MC00205_01346","Q0003_MC00210_01129","Q0003_MC00211_00903","Q0003_MC00214_01330","Q0003_MC00215_00983","Q0003_MC00216_01351","Q0003_MC0026_01099","Q0003_TC00102_01373","Q0003_TC00512_00145","Q0003_TC00516_01531","Q0003_TC00522_01355","Q0003_TC00523_01671","R0047_DABST013_02678","R0047_DADST035_01489","R0047_MH0081_00746","R0047_TC0201_00494","R0047_TH0405_00646","R0051_BC00101_00797","R0051_BC00115_00397","R0051_BC00306_01789","R0051_BH00403_00804","R0051_DADST084_00443","R0051_DADST088_01140","","R0051_TC00219_01311","R0051_TC00402_00745","R0051_TC00505_00137"
"group_2087","","hypothetical protein","51","51","1","1","2413","16","9","","197","197","197","Q0003_BC00102_00550","Q0003_BC00104_01729","Q0003_BC00105_01459","Q0003_BC00106_00149","Q0003_BC00107_00148","Q0003_BC00108_01965","Q0003_BC00110_02214","Q0003_BC00111_00790","Q0003_BC00117_00547","Q0003_BC00118_02635","Q0003_BC00201_00573","Q0003_BC00211_00692","Q0003_BC00303_01971","Q0003_BC00304_00632","Q0003_BC00310_02458","Q0003_BC00406_00008","Q0003_BC00410-2_00627","Q0003_BC00416_00777","","Q0003_HB00604_00981","Q0003_MC00105_01495","Q0003_MC00111_00146","Q0003_MC00114-1_02307","Q0003_MC00115-2_00146","Q0003_MC00201_02156","Q0003_MC00203_00347","Q0003_MC00205_00720","Q0003_MC00210_02105","Q0003_MC00211_00685","Q0003_MC00214_00070","Q0003_MC00215_01464","Q0003_MC00216_00726","Q0003_MC0026_00503","Q0003_TC00102_01970","Q0003_TC00512_00550","Q0003_TC00516_01044","Q0003_TC00522_00555","Q0003_TC00523_00893","R0047_DABST013_02042","R0047_DADST035_00835","R0047_MH0081_00377","R0047_TC0201_01897","R0047_TH0405_00846","R0051_BC00101_01931","R0051_BC00115_02275","R0051_BC00306_02089","R0051_BH00403_01205","R0051_DADST084_01825","R0051_DADST088_00069","","R0051_TC00219_00285","R0051_TC00402_01504","R0051_TC00505_00538"
"aur","","Zinc metalloproteinase aureolysin","51","51","1","1","2857","7","7","","1529","1529","1529","Q0003_BC00102_00698","Q0003_BC00104_02548","Q0003_BC00105_00139","Q0003_BC00106_01017","Q0003_BC00107_01015","Q0003_BC00108_00503","Q0003_BC00110_00503","Q0003_BC00111_00223","Q0003_BC00117_00258","Q0003_BC00118_00008","Q0003_BC00201_01502","Q0003_BC00211_00139","Q0003_BC00303_00230","Q0003_BC00304_00109","Q0003_BC00310_02229","Q0003_BC00406_00779","Q0003_BC00410-2_01329","Q0003_BC00416_00201","","Q0003_HB00604_00453","Q0003_MC00105_01376","Q0003_MC00111_01103","Q0003_MC00114-1_02513","Q0003_MC00115-2_01103","Q0003_MC00201_00431","Q0003_MC00203_00765","Q0003_MC00205_00428","Q0003_MC00210_00109","Q0003_MC00211_00132","Q0003_MC00214_00662","Q0003_MC00215_00428","Q0003_MC00216_00223","Q0003_MC0026_00427","Q0003_TC00102_00008","Q0003_TC00512_00698","Q0003_TC00516_00455","Q0003_TC00522_01784","Q0003_TC00523_00614","R0047_DABST013_01341","R0047_DADST035_00501","R0047_MH0081_00105","R0047_TC0201_01617","R0047_TH0405_01020","R0051_BC00101_00503","R0051_BC00115_02086","R0051_BC00306_00003","R0051_BH00403_00224","R0051_DADST084_01430","R0051_DADST088_00734","","R0051_TC00219_00836","R0051_TC00402_01942","R0051_TC00505_02395"
"deoC2","","Deoxyribose-phosphate aldolase 2","51","51","1","1","2944","169","1","","158","662","553","Q0003_BC00102_01924","Q0003_BC00104_01875","Q0003_BC00105_02126","Q0003_BC00106_01824","Q0003_BC00107_01879","Q0003_BC00108_02206","Q0003_BC00110_01905","Q0003_BC00111_02047","Q0003_BC00117_02099","Q0003_BC00118_01077","Q0003_BC00201_02105","Q0003_BC00211_02213","Q0003_BC00303_01819","Q0003_BC00304_02309","Q0003_BC00310_01150","Q0003_BC00406_01776","Q0003_BC00410-2_02276","Q0003_BC00416_02048","Q0003_BH404_01906","Q0003_HB00604_01807","Q0003_MC00105_01815","Q0003_MC00111_02329","Q0003_MC00114-1_01481","Q0003_MC00115-2_02328","Q0003_MC00201_02062","Q0003_MC00203_01742","Q0003_MC00205_02230","Q0003_MC00210_01859","Q0003_MC00211_02219","Q0003_MC00214_02139","Q0003_MC00215_02049","Q0003_MC00216_02304","Q0003_MC0026_01702","Q0003_TC00102_01806","Q0003_TC00512_01925","Q0003_TC00516_01822","Q0003_TC00522_02295","Q0003_TC00523_02143","R0047_DABST013_01107","","R0047_MH0081_01542","","R0047_TH0405_01235","R0051_BC00101_01831","R0051_BC00115_01835","R0051_BC00306_01420","R0051_BH00403_02018","R0051_DADST084_01726","R0051_DADST088_02423","R0051_HK2002_00858","R0051_TC00219_01988","R0051_TC00402_01675","R0051_TC00505_01923"
"group_2137","","hypothetical protein","51","51","1","1","4270","231","1","","203","203","203","Q0003_BC00102_01431","Q0003_BC00104_01273","Q0003_BC00105_00334","Q0003_BC00106_01363","Q0003_BC00107_01361","Q0003_BC00108_00304","Q0003_BC00110_00304","Q0003_BC00111_00419","Q0003_BC00117_00062","Q0003_BC00118_00204","Q0003_BC00201_01582","Q0003_BC00211_00793","Q0003_BC00303_00409","Q0003_BC00304_00306","Q0003_BC00310_00080","Q0003_BC00406_00944","Q0003_BC00410-2_01543","Q0003_BC00416_00398","","Q0003_HB00604_00632","Q0003_MC00105_00834","Q0003_MC00111_01352","Q0003_MC00114-1_00704","Q0003_MC00115-2_01352","Q0003_MC00201_00234","Q0003_MC00203_00636","Q0003_MC00205_00231","Q0003_MC00210_00306","Q0003_MC00211_01181","Q0003_MC00214_01116","Q0003_MC00215_00231","Q0003_MC00216_00420","Q0003_MC0026_00231","Q0003_TC00102_00204","Q0003_TC00512_01432","Q0003_TC00516_00634","Q0003_TC00522_00968","Q0003_TC00523_01114","R0047_DABST013_00226","R0047_DADST035_01092","R0047_MH0081_01092","R0047_TC0201_00755","R0047_TH0405_00224","R0051_BC00101_00304","R0051_BC00115_00001","R0051_BC00306_01652","R0051_BH00403_00420","R0051_DADST084_00621","R0051_DADST088_00929","","R0051_TC00219_01606","R0051_TC00402_00128","R0051_TC00505_01691"
"group_302","","hypothetical protein","51","51","1","1","1119","144","1","","449","1364","1284","Q0003_BC00102_01520","Q0003_BC00104_01740","Q0003_BC00105_01808","Q0003_BC00106_01618","Q0003_BC00107_01615","Q0003_BC00108_01335","Q0003_BC00110_01243","Q0003_BC00111_01660","Q0003_BC00117_01952","Q0003_BC00118_01767","Q0003_BC00201_01090","Q0003_BC00211_01799","Q0003_BC00303_01052","Q0003_BC00304_01780","Q0003_BC00310_00471","Q0003_BC00406_01958","Q0003_BC00410-2_00065","Q0003_BC00416_01216","","Q0003_HB00604_00422","Q0003_MC00105_00025","Q0003_MC00111_01928","Q0003_MC00114-1_01442","Q0003_MC00115-2_02015","Q0003_MC00201_01649","Q0003_MC00203_01559","Q0003_MC00205_02012","Q0003_MC00210_01562","Q0003_MC00211_01984","Q0003_MC00214_01998","Q0003_MC00215_01603","Q0003_MC00216_02187","Q0003_MC0026_01555","Q0003_TC00102_01075","Q0003_TC00512_01616","Q0003_TC00516_00025","Q0003_TC00522_01592","Q0003_TC00523_00422","R0047_DABST013_02455","R0047_DADST035_00025","R0047_MH0081_01297","R0047_TC0201_02107","R0047_TH0405_01829","R0051_BC00101_01191","R0051_BC00115_00542","R0051_BC00306_02064","R0051_BH00403_01870","R0051_DADST084_01369","R0051_DADST088_02063","","R0051_TC00219_01166","R0051_TC00402_01773","R0051_TC00505_01161"
"ghrB_2","","Glyoxylate/hydroxypyruvate reductase B","51","51","1","1","3712","78","4","","134","959","793","Q0003_BC00102_01748","Q0003_BC00104_01579","Q0003_BC00105_01973","Q0003_BC00106_01857","Q0003_BC00107_01847","Q0003_BC00108_02283","Q0003_BC00110_02045","Q0003_BC00111_02392","Q0003_BC00117_01784","Q0003_BC00118_01797","Q0003_BC00201_01879","Q0003_BC00211_01600","Q0003_BC00303_02515","Q0003_BC00304_02231","","Q0003_BC00406_02084","Q0003_BC00410-2_02241","Q0003_BC00416_02302","Q0003_BH404_01637","Q0003_HB00604_02368","Q0003_MC00105_02303","Q0003_MC00111_02535","","Q0003_MC00115-2_02544","Q0003_MC00201_02258","Q0003_MC00203_02097","Q0003_MC00205_02152","Q0003_MC00210_02207","Q0003_MC00211_02313","Q0003_MC00214_02165","Q0003_MC00215_02272","Q0003_MC00216_02115","Q0003_MC0026_02011","Q0003_TC00102_02208","Q0003_TC00512_01848","Q0003_TC00516_02436","Q0003_TC00522_02383","Q0003_TC00523_02353","R0047_DABST013_02416","R0047_DADST035_01559","R0047_MH0081_02250","R0047_TC0201_01334","R0047_TH0405_01192","R0051_BC00101_01502","R0051_BC00115_01346","R0051_BC00306_00988","R0051_BH00403_02189","R0051_DADST084_02319","R0051_DADST088_01702","R0051_HK2002_01459","R0051_TC00219_01812","R0051_TC00402_01784","R0051_TC00505_02001"
"group_3434","","hypothetical protein","51","51","1","1","354","163","1","","389","395","389","Q0003_BC00102_01984","Q0003_BC00104_01980","Q0003_BC00105_01360","Q0003_BC00106_02007","Q0003_BC00107_02011","Q0003_BC00108_02359","Q0003_BC00110_02479","","Q0003_BC00117_01223","Q0003_BC00118_01665","Q0003_BC00201_01129","Q0003_BC00211_02297","Q0003_BC00303_01440","Q0003_BC00304_01927","Q0003_BC00310_00969","Q0003_BC00406_02005","Q0003_BC00410-2_02008","Q0003_BC00416_02234","Q0003_BH404_00948","Q0003_HB00604_01376","Q0003_MC00105_00472","Q0003_MC00111_00724","Q0003_MC00114-1_00397","Q0003_MC00115-2_00723","Q0003_MC00201_02336","Q0003_MC00203_02174","Q0003_MC00205_02238","Q0003_MC00210_02217","Q0003_MC00211_02391","Q0003_MC00214_02570","Q0003_MC00215_01871","Q0003_MC00216_02405","Q0003_MC0026_02157","","Q0003_TC00512_01985","Q0003_TC00516_01377","Q0003_TC00522_01035","Q0003_TC00523_01371","R0047_DABST013_00872","R0047_DADST035_01223","R0047_MH0081_00865","R0047_TC0201_00328","R0047_TH0405_01601","R0051_BC00101_02342","R0051_BC00115_01424","R0051_BC00306_00550","R0051_BH00403_02335","R0051_DADST084_02398","R0051_DADST088_01623","R0051_HK2002_00670","R0051_TC00219_00462","R0051_TC00402_01428","R0051_TC00505_01498"
"group_351","","hypothetical protein","51","51","1","1","1885","33","5","","224","443","228","Q0003_BC00102_00105","Q0003_BC00104_00415","Q0003_BC00105_01143","Q0003_BC00106_00595","Q0003_BC00107_00593","Q0003_BC00108_00576","Q0003_BC00110_00898","Q0003_BC00111_01433","Q0003_BC00117_01006","Q0003_BC00118_00588","Q0003_BC00201_00107","Q0003_BC00211_01193","Q0003_BC00303_00168","Q0003_BC00304_01479","Q0003_BC00310_01699","Q0003_BC00406_00485","Q0003_BC00410-2_01071","Q0003_BC00416_01704","","Q0003_HB00604_01570","Q0003_MC00105_00666","Q0003_MC00111_00588","Q0003_MC00114-1_00912","Q0003_MC00115-2_00588","Q0003_MC00201_00764","Q0003_MC00203_00168","Q0003_MC00205_01306","Q0003_MC00210_01089","Q0003_MC00211_00863","Q0003_MC00214_01290","Q0003_MC00215_01023","Q0003_MC00216_01311","Q0003_MC0026_01139","Q0003_TC00102_01333","Q0003_TC00512_00105","Q0003_TC00516_01571","Q0003_TC00522_01395","Q0003_TC00523_01631","R0047_DABST013_01919","R0047_DADST035_01529","R0047_MH0081_00706","R0047_TC0201_00454","R0047_TH0405_00686","R0051_BC00101_00757","R0051_BC00115_00437","R0051_BC00306_02587","R0051_BH00403_00764","R0051_DADST084_00403","R0051_DADST088_01100","","R0051_TC00219_01351","R0051_TC00402_02244","R0051_TC00505_00098"
"setC","","Sugar efflux transporter C","51","51","1","1","1941","114","1","","1148","1430","1251","Q0003_BC00102_00157","Q0003_BC00104_00467","Q0003_BC00105_01091","Q0003_BC00106_00543","Q0003_BC00107_00541","Q0003_BC00108_00628","Q0003_BC00110_00846","Q0003_BC00111_01381","Q0003_BC00117_00954","Q0003_BC00118_00536","Q0003_BC00201_00159","Q0003_BC00211_01141","Q0003_BC00303_00116","Q0003_BC00304_01427","Q0003_BC00310_01866","Q0003_BC00406_00537","Q0003_BC00410-2_01019","Q0003_BC00416_01652","","Q0003_HB00604_01518","Q0003_MC00105_00614","Q0003_MC00111_00536","Q0003_MC00114-1_00860","Q0003_MC00115-2_00536","Q0003_MC00201_00816","Q0003_MC00203_00116","Q0003_MC00205_01358","Q0003_MC00210_01141","Q0003_MC00211_00915","Q0003_MC00214_01342","Q0003_MC00215_00971","Q0003_MC00216_01363","Q0003_MC0026_01087","Q0003_TC00102_01385","Q0003_TC00512_00157","Q0003_TC00516_01519","Q0003_TC00522_01343","Q0003_TC00523_01683","R0047_DABST013_00831","R0047_DADST035_01476","","R0047_TC0201_00506","R0047_TH0405_02152","R0051_BC00101_00809","R0051_BC00115_00385","R0051_BC00306_01801","R0051_BH00403_00816","R0051_DADST084_00455","R0051_DADST088_01152","R0051_HK2002_00109","R0051_TC00219_01299","R0051_TC00402_00757","R0051_TC00505_00149"
"argJ","","Arginine biosynthesis bifunctional protein ArgJ","51","51","1","1","4869","51","3","","665","1241","1226","Q0003_BC00102_01442","Q0003_BC00104_01284","Q0003_BC00105_00347","Q0003_BC00106_01352","Q0003_BC00107_01350","Q0003_BC00108_00291","Q0003_BC00110_00291","","Q0003_BC00117_00049","Q0003_BC00118_00217","Q0003_BC00201_01571","Q0003_BC00211_00806","Q0003_BC00303_00420","Q0003_BC00304_00319","Q0003_BC00310_00069","Q0003_BC00406_00957","Q0003_BC00410-2_01556","Q0003_BC00416_00411","Q0003_BH404_00587","Q0003_HB00604_00643","Q0003_MC00105_00823","Q0003_MC00111_01363","Q0003_MC00114-1_00693","Q0003_MC00115-2_01363","Q0003_MC00201_00221","Q0003_MC00203_00623","Q0003_MC00205_00218","Q0003_MC00210_00319","Q0003_MC00211_01194","Q0003_MC00214_01103","Q0003_MC00215_00218","Q0003_MC00216_00433","Q0003_MC0026_00218","","Q0003_TC00512_01443","Q0003_TC00516_00645","Q0003_TC00522_00957","Q0003_TC00523_01125","R0047_DABST013_00215","R0047_DADST035_01105","R0047_MH0081_01105","R0047_TC0201_00744","R0047_TH0405_00235","R0051_BC00101_00291","R0051_BC00115_00014","R0051_BC00306_01641","R0051_BH00403_00433","R0051_DADST084_00608","R0051_DADST088_00942","R0051_HK2002_01859","R0051_TC00219_01617","R0051_TC00402_00139","R0051_TC00505_01702"
